%  UTC                 , latitude(deg),longitude(deg), height(m),  Q, ns,  sdn(m),  sde(m),  sdu(m), sdne(m), sdeu(m), sdun(m),age(s), ratio
2024-03-31 12:17:11.057,36.23743939,128.5598091,112.6159,2,9,0.0454,0.0294,0.0698,-0.0092,-0.0355,0.0289,13.58,1.2
2024-03-31 12:17:11.116,36.23743941,128.5598092,112.6169,2,9,0.0453,0.0292,0.0695,-0.0095,-0.0354,0.0292,13.78,1.3
2024-03-31 12:17:11.156,36.23743936,128.5598091,112.6187,2,8,0.0453,0.029,0.0692,-0.0097,-0.0352,0.0294,13.98,1.1
2024-03-31 12:17:11.217,36.23743941,128.5598092,112.6013,2,8,0.0452,0.0288,0.0688,-0.01,-0.0351,0.0297,14.18,2.3
2024-03-31 12:17:11.258,36.23743956,128.5598093,112.601,2,5,0.0446,0.0275,0.0678,-0.0127,-0.0337,0.0315,14.38,2.9
2024-03-31 12:17:11.316,36.23743943,128.5598092,112.5989,2,9,0.0449,0.0285,0.0682,-0.0105,-0.0349,0.0301,14.58,1
2024-03-31 12:17:11.357,36.23743484,128.5598079,113.1494,1,9,0.0184,0.0153,0.0447,0.0074,-0.0163,-0.0164,14.78,4.5
2024-03-31 12:17:11.396,36.23743889,128.5598102,112.4362,2,8,0.0934,0.083,0.1875,-0.0805,-0.1218,0.1235,14.98,1.1
2024-03-31 12:17:11.457,36.23743937,128.5598098,112.5271,2,8,0.0934,0.0828,0.1873,-0.0805,-0.1216,0.1235,15.18,1
2024-03-31 12:17:11.498,36.23743943,128.5598097,112.5297,2,8,0.0933,0.0826,0.1869,-0.0804,-0.1214,0.1234,15.38,1.7
2024-03-31 12:17:11.536,36.23743964,128.5598093,112.5891,2,9,0.0445,0.0276,0.0667,-0.0118,-0.0342,0.0313,15.58,1.1
2024-03-31 12:17:11.597,36.23743964,128.5598093,112.5944,2,9,0.0444,0.0274,0.0664,-0.012,-0.0341,0.0316,15.78,1.3
2024-03-31 12:17:11.637,36.2374396,128.5598093,112.5946,2,9,0.0444,0.0272,0.0661,-0.0122,-0.034,0.0318,15.98,1.4
2024-03-31 12:17:11.697,36.23744039,128.5598087,112.7494,2,8,0.0928,0.0816,0.1851,-0.0799,-0.1202,0.1229,16.18,1.4
2024-03-31 12:17:11.738,36.23743946,128.5598098,112.5132,2,7,0.0933,0.0817,0.1856,-0.0803,-0.1205,0.1236,16.38,1.8
2024-03-31 12:17:11.797,36.23743969,128.5598093,112.5927,2,8,0.0442,0.0266,0.0653,-0.0128,-0.0336,0.0325,16.58,1.1
2024-03-31 12:17:11.838,36.2374397,128.5598093,112.5987,2,8,0.0441,0.0265,0.065,-0.013,-0.0335,0.0327,16.78,1.2
2024-03-31 12:17:11.876,36.23743973,128.5598094,112.5789,2,8,0.0441,0.0263,0.0647,-0.0132,-0.0334,0.0329,16.98,2.2
2024-03-31 12:17:11.938,36.23743468,128.5598077,113.1719,1,5,0.0371,0.0378,0.0606,0.0309,-0.0302,-0.0301,17.18,5.1
2024-03-31 12:17:11.978,36.23744016,128.559809,112.6728,2,7,0.0922,0.0798,0.1817,-0.0789,-0.1179,0.1218,17.38,1.1
2024-03-31 12:17:12.017,36.23743991,128.5598094,112.5732,2,9,0.0429,0.0243,0.063,-0.0163,-0.0316,0.0349,17.58,1.8
2024-03-31 12:17:12.076,36.23743492,128.5598078,113.1622,1,8,0.0267,0.0193,0.0538,0.0138,-0.0211,-0.0233,17.78,3.6
2024-03-31 12:17:12.117,36.23743986,128.5598095,112.5611,2,9,0.0429,0.0244,0.0627,-0.0161,-0.0318,0.0349,17.98,1.9
2024-03-31 12:17:12.158,36.2374398,128.5598094,112.576,2,8,0.0495,0.0436,0.0966,-0.033,-0.0605,0.0546,18.18,1
2024-03-31 12:17:12.218,36.23743973,128.5598094,112.5771,2,9,0.0433,0.025,0.0628,-0.0148,-0.0326,0.0344,18.38,2.7
2024-03-31 12:17:12.258,36.23743992,128.5598094,112.5866,2,8,0.0436,0.025,0.0626,-0.0146,-0.0325,0.0346,18.58,1.3
2024-03-31 12:17:12.300,36.23743992,128.5598094,112.5715,2,8,0.0436,0.0248,0.0623,-0.0148,-0.0324,0.0348,18.78,1.3
2024-03-31 12:17:12.355,36.23743968,128.5598091,112.5834,2,9,0.044,0.0284,0.0621,-0.0105,-0.0329,0.0346,18.98,2.4
2024-03-31 12:17:12.396,36.23743998,128.5598094,112.5882,2,8,0.0435,0.0245,0.0618,-0.0151,-0.0322,0.0352,19.18,1.8
2024-03-31 12:17:12.457,36.23743969,128.559809,112.5878,2,9,0.0438,0.0281,0.0617,-0.0111,-0.0328,0.035,19.38,1.1
2024-03-31 12:17:12.497,36.23744004,128.5598094,112.5813,2,8,0.0434,0.0242,0.0614,-0.0154,-0.0319,0.0357,19.58,1.2
2024-03-31 12:17:12.556,36.23744008,128.5598094,112.5832,2,9,0.0433,0.024,0.0611,-0.0156,-0.0319,0.0358,19.78,1
2024-03-31 12:17:12.597,36.23744009,128.5598094,112.5815,2,9,0.0433,0.0239,0.0609,-0.0157,-0.0318,0.036,19.98,2.9
2024-03-31 12:17:12.657,36.2374401,128.5598094,112.5851,2,8,0.0433,0.0238,0.0607,-0.0158,-0.0317,0.0362,20.18,1.7
2024-03-31 12:17:12.697,36.23744068,128.5598091,112.6754,2,7,0.0868,0.0705,0.1631,-0.0717,-0.105,0.1124,20.38,1.1
2024-03-31 12:17:12.736,36.2374306,128.5598141,112.0719,1,4,0.4668,0.6145,1.1661,-0.5324,-0.8453,0.7346,20.58,3.5
2024-03-31 12:17:12.798,36.23744015,128.5598095,112.5678,2,9,0.0432,0.0234,0.0601,-0.0162,-0.0315,0.0368,20.78,1.3
2024-03-31 12:17:12.835,36.23745895,128.5597676,119.9973,1,4,0.3368,0.4431,0.8398,-0.3818,-0.6083,0.5273,20.98,3.6
2024-03-31 12:17:12.898,36.23745801,128.5597692,119.7395,1,4,0.3368,0.4431,0.8398,-0.3818,-0.6083,0.5273,21.18,3.8
2024-03-31 12:17:12.938,36.2374514,128.5597804,117.8447,1,4,0.345,0.4528,0.8588,-0.3907,-0.6219,0.5398,21.38,6.1
2024-03-31 12:17:12.996,36.23743464,128.5598075,113.1946,1,5,0.0454,0.0464,0.0743,0.038,-0.0368,-0.0366,21.58,5.8
2024-03-31 12:17:13.037,36.2374482,128.5597855,116.9615,1,4,0.3369,0.4432,0.8399,-0.3816,-0.6083,0.5271,21.78,10
2024-03-31 12:17:13.077,36.23743895,128.5598101,112.3783,2,8,0.0463,0.0235,0.0626,-0.0197,-0.033,0.0423,21.98,1.5
2024-03-31 12:17:13.120,36.23745034,128.559782,117.5542,1,4,0.3451,0.4529,0.859,-0.3905,-0.6219,0.5396,22.18,24.5
2024-03-31 12:17:13.178,36.23743908,128.5598103,112.3506,2,9,0.0455,0.0213,0.0612,-0.0217,-0.0312,0.0437,22.38,1.1
2024-03-31 12:17:13.216,36.23743904,128.5598103,112.3382,2,9,0.0453,0.0214,0.0611,-0.0218,-0.0313,0.0437,22.58,1.1
2024-03-31 12:17:13.279,36.23743899,128.5598103,112.3391,2,9,0.0453,0.0217,0.0611,-0.0217,-0.0315,0.0438,22.78,1.1
2024-03-31 12:17:13.315,36.237439,128.5598103,112.3396,2,9,0.0453,0.0226,0.0611,-0.0215,-0.0319,0.0438,22.98,1.1
2024-03-31 12:17:13.356,36.23743897,128.5598102,112.3424,2,9,0.0456,0.0251,0.0612,-0.0203,-0.0326,0.0437,23.18,1.1
2024-03-31 12:17:13.419,36.23743897,128.5598102,112.3403,2,9,0.0456,0.0249,0.061,-0.0204,-0.0326,0.0438,23.38,1
2024-03-31 12:17:13.458,36.23743896,128.5598102,112.3375,2,9,0.0455,0.0248,0.0609,-0.0205,-0.0326,0.0439,23.58,1.1
2024-03-31 12:17:13.519,36.23743897,128.5598102,112.3391,2,9,0.0455,0.0246,0.0608,-0.0206,-0.0325,0.0441,23.78,1
2024-03-31 12:17:13.558,36.23743896,128.5598102,112.3437,2,9,0.0455,0.0245,0.0607,-0.0207,-0.0325,0.0442,23.98,1
2024-03-31 12:17:13.617,36.23743903,128.5598104,112.3247,2,9,0.0453,0.022,0.0604,-0.022,-0.0317,0.0445,24.18,1.1
2024-03-31 12:17:13.658,36.23743906,128.5598104,112.3255,2,9,0.0454,0.0219,0.0604,-0.0221,-0.0317,0.0447,24.38,1.1
2024-03-31 12:17:13.698,36.23743906,128.5598104,112.3288,2,9,0.0454,0.0219,0.0603,-0.0221,-0.0317,0.0449,24.58,1.1
2024-03-31 12:17:13.758,36.23743906,128.5598104,112.3255,2,9,0.0455,0.0219,0.0603,-0.0222,-0.0317,0.045,24.78,1.1
2024-03-31 12:17:13.796,36.2374391,128.5598104,112.3175,2,9,0.0456,0.0219,0.0603,-0.0222,-0.0318,0.0451,24.98,1
2024-03-31 12:17:13.858,36.23743911,128.5598104,112.3249,2,9,0.0456,0.0219,0.0603,-0.0222,-0.0318,0.0453,25.18,1
2024-03-31 12:17:13.898,36.2374391,128.5598104,112.326,2,9,0.0457,0.022,0.0603,-0.0222,-0.0319,0.0454,25.38,1.1
2024-03-31 12:17:13.937,36.23743913,128.5598103,112.335,2,9,0.0458,0.0221,0.0604,-0.0222,-0.0321,0.0455,25.58,1.6
2024-03-31 12:17:13.997,36.23743882,128.5598104,112.3049,2,8,0.054,0.0372,0.0846,-0.0327,-0.0523,0.0593,25.78,1.1
2024-03-31 12:17:14.037,36.23744614,128.5598079,113.2339,2,7,0.8586,0.2701,1.029,-0.4799,-0.5264,0.9393,25.98,1
2024-03-31 12:17:14.098,36.23743947,128.5598104,112.3461,2,8,0.0488,0.029,0.0628,-0.0156,-0.0366,0.0441,26.18,1
2024-03-31 12:17:14.137,36.23743912,128.5598103,112.3276,2,9,0.0461,0.0221,0.0603,-0.0224,-0.0322,0.046,26.38,1.2
2024-03-31 12:17:14.178,36.23743911,128.5598103,112.3308,2,9,0.0462,0.0227,0.0605,-0.0221,-0.0326,0.046,26.58,1
2024-03-31 12:17:14.237,36.23743911,128.5598103,112.3329,2,9,0.0465,0.0239,0.061,-0.0215,-0.0334,0.0459,26.78,1.1
2024-03-31 12:17:14.276,36.2374391,128.5598102,112.3396,2,9,0.0471,0.027,0.0622,-0.0195,-0.0356,0.0451,26.98,1.2
2024-03-31 12:17:14.317,36.23743855,128.5598088,112.4567,2,9,0.0554,0.0631,0.0801,0.0356,-0.0644,0.0243,27.18,1.3
2024-03-31 12:17:14.378,36.23743861,128.5598089,112.4548,2,9,0.0554,0.0632,0.0802,0.0357,-0.0646,0.0242,27.38,1.1
2024-03-31 12:17:14.415,36.23743866,128.5598089,112.4519,2,9,0.0554,0.0634,0.0803,0.0358,-0.0647,0.0242,27.58,1.1
2024-03-31 12:17:14.459,36.23743854,128.5598086,112.4837,2,9,0.0555,0.0636,0.0804,0.0359,-0.0649,0.0241,27.78,1.4
2024-03-31 12:17:14.518,36.23743603,128.5598093,112.8541,2,8,0.0815,0.158,0.2889,-0.0709,-0.2001,0.0847,27.98,1.1
2024-03-31 12:17:14.557,36.23745788,128.5598033,114.7954,2,8,0.5275,0.1668,0.6329,-0.2949,-0.324,0.5771,28.18,1
2024-03-31 12:17:14.617,36.23743959,128.5598104,112.3499,2,9,0.0485,0.0254,0.0614,-0.0201,-0.0341,0.0468,28.38,1.2
2024-03-31 12:17:14.658,36.23743959,128.5598104,112.3506,2,9,0.0485,0.0252,0.0614,-0.0204,-0.034,0.0471,28.58,1
2024-03-31 12:17:14.718,36.23743954,128.5598104,112.3504,2,9,0.0486,0.0251,0.0614,-0.0206,-0.0339,0.0473,28.78,1
2024-03-31 12:17:14.756,36.23743883,128.5598108,112.244,2,8,0.5274,0.1665,0.6326,-0.2948,-0.3238,0.577,28.98,1
2024-03-31 12:17:14.797,36.23743962,128.5598104,112.3551,2,9,0.0487,0.0248,0.0615,-0.021,-0.0338,0.0477,29.18,1
2024-03-31 12:17:14.837,36.23743962,128.5598104,112.3528,2,9,0.0489,0.0247,0.0616,-0.0212,-0.0338,0.0479,29.38,1
2024-03-31 12:17:14.898,36.23743967,128.5598105,112.351,2,9,0.049,0.0247,0.0617,-0.0213,-0.0338,0.0481,29.58,1.1
2024-03-31 12:17:14.937,36.23743969,128.5598105,112.353,2,9,0.0491,0.0247,0.0619,-0.0214,-0.0339,0.0483,29.78,1.1
2024-03-31 12:17:14.997,36.23743975,128.5598104,112.3719,2,8,0.0493,0.0247,0.0621,-0.0216,-0.0339,0.0485,29.98,1
2024-03-31 12:17:15.038,36.23743712,128.5598089,112.5084,2,9,0.0507,0.0422,0.0864,0.015,-0.0457,0.0086,0.18,1.1
2024-03-31 12:17:15.076,36.23744255,128.5598073,113.1781,2,8,0.5277,0.1707,0.6367,-0.2944,-0.3262,0.5757,0.38,1.3
2024-03-31 12:17:15.138,36.23743729,128.5598092,112.4919,2,9,0.0506,0.0421,0.086,0.0149,-0.0456,0.0098,0.58,1
2024-03-31 12:17:15.199,36.23743732,128.5598093,112.4821,2,9,0.0506,0.042,0.0858,0.0149,-0.0456,0.0103,0.78,1.1
2024-03-31 12:17:15.237,36.23743742,128.5598095,112.45,2,9,0.0494,0.0397,0.0845,0.0091,-0.0436,0.0158,0.98,1.5
2024-03-31 12:17:15.277,36.23743733,128.5598093,112.4833,2,9,0.0505,0.042,0.0855,0.0149,-0.0456,0.0111,1.18,1.3
2024-03-31 12:17:15.340,36.23744138,128.5598082,112.9597,2,8,0.5275,0.1705,0.6363,-0.2942,-0.326,0.5755,1.38,1.3
2024-03-31 12:17:15.378,36.23743745,128.5598096,112.438,2,9,0.0504,0.042,0.0851,0.0151,-0.0457,0.0117,1.58,1.1
2024-03-31 12:17:15.437,36.23744784,128.5598059,113.7901,2,8,0.5275,0.1705,0.6361,-0.2941,-0.326,0.5755,1.78,1.3
2024-03-31 12:17:15.477,36.23743753,128.5598096,112.452,2,9,0.0504,0.0421,0.0849,0.0154,-0.0459,0.0122,1.98,1.1
2024-03-31 12:17:15.521,36.23743754,128.5598097,112.443,2,9,0.0504,0.0421,0.0848,0.0155,-0.0459,0.0124,2.18,1
2024-03-31 12:17:15.579,36.23743762,128.5598099,112.4086,2,8,0.0505,0.0422,0.0846,0.0158,-0.046,0.0125,2.38,1.3
2024-03-31 12:17:15.617,36.23745492,128.5598031,114.7387,2,7,0.8584,0.2701,1.0275,-0.4778,-0.5247,0.9368,2.58,1.1
2024-03-31 12:17:15.679,36.23743698,128.5598104,112.3053,2,8,0.056,0.0467,0.0987,-0.0211,-0.0567,0.0401,2.78,1.6
2024-03-31 12:17:15.717,36.23743765,128.55981,112.4181,2,8,0.0506,0.0425,0.0843,0.0166,-0.0464,0.0125,2.98,1
2024-03-31 12:17:15.757,36.23743704,128.5598103,112.3438,2,8,0.056,0.0471,0.0991,-0.0213,-0.0574,0.0406,3.18,1.7
2024-03-31 12:17:15.819,36.23744791,128.5598064,113.7361,2,8,0.5272,0.1705,0.6357,-0.2938,-0.3259,0.5752,3.38,1
2024-03-31 12:17:15.858,36.23743779,128.5598101,112.411,2,9,0.0506,0.0429,0.084,0.0174,-0.0468,0.0124,3.58,1
2024-03-31 12:17:15.918,36.23743769,128.5598099,112.421,2,8,0.0508,0.043,0.0839,0.0179,-0.047,0.0123,3.78,1.1
2024-03-31 12:17:15.958,36.23743844,128.5598109,112.3505,2,9,0.0467,0.0399,0.0833,-0.0033,-0.0452,0.0203,3.98,1.3
2024-03-31 12:17:16.000,36.23743766,128.5598101,112.3935,2,8,0.0513,0.0434,0.0842,0.018,-0.0476,0.0142,4.18,2.1
2024-03-31 12:17:16.038,36.2374384,128.5598106,112.3734,2,9,0.0465,0.0405,0.084,-0.0045,-0.0463,0.0207,4.38,1.4
2024-03-31 12:17:16.098,36.2374385,128.5598105,112.4031,2,8,0.0486,0.0489,0.0987,-0.0211,-0.0598,0.0349,4.58,1.2
2024-03-31 12:17:16.139,36.23743847,128.5598108,112.3663,2,8,0.0486,0.0492,0.0991,-0.0213,-0.0604,0.0353,4.78,2.7
2024-03-31 12:17:16.199,36.23743847,128.5598109,112.3495,2,8,0.0486,0.0496,0.0996,-0.0216,-0.0609,0.0357,4.98,2
2024-03-31 12:17:16.240,36.23746392,128.5598004,115.8447,2,7,0.8579,0.2698,1.0263,-0.4769,-0.524,0.936,5.18,1.2
2024-03-31 12:17:16.299,36.23746654,128.5597998,116.1173,2,7,0.8579,0.2697,1.0263,-0.4769,-0.5239,0.936,5.38,1.3
2024-03-31 12:17:16.338,36.23743168,128.5598132,111.5046,2,7,0.8579,0.2697,1.0262,-0.4768,-0.5239,0.9359,5.58,1
2024-03-31 12:17:16.378,36.23746702,128.5597993,116.2344,2,7,0.8578,0.2697,1.0261,-0.4767,-0.5238,0.9359,5.78,1.6
2024-03-31 12:17:16.438,36.23743869,128.5598106,112.3998,2,9,0.048,0.0447,0.0912,-0.0167,-0.0538,0.0318,5.98,1
2024-03-31 12:17:16.479,36.23749039,128.5597908,119.2712,2,7,0.8578,0.2697,1.0259,-0.4766,-0.5237,0.9357,6.18,1.1
2024-03-31 12:17:16.518,36.23749017,128.559791,119.2265,2,7,0.8578,0.2697,1.0259,-0.4765,-0.5237,0.9357,6.38,1.5
2024-03-31 12:17:16.580,36.23743901,128.5598108,112.403,2,8,0.0578,0.0464,0.0885,0.0193,-0.0519,0.0284,6.58,1.3
2024-03-31 12:17:16.620,36.23749028,128.5597911,119.2183,2,7,0.8577,0.2697,1.0257,-0.4763,-0.5236,0.9355,6.78,1.2
2024-03-31 12:17:16.678,36.23743861,128.5598111,112.3212,2,8,0.0492,0.0536,0.105,-0.0243,-0.0669,0.0402,6.98,1
2024-03-31 12:17:16.717,36.23743866,128.5598108,112.3651,2,9,0.0478,0.0427,0.0869,-0.0122,-0.0507,0.0293,7.18,1.6
2024-03-31 12:17:16.758,36.23743836,128.5598115,112.2377,2,8,0.0499,0.0544,0.1062,-0.0249,-0.0681,0.0416,7.38,1
2024-03-31 12:17:16.819,36.23743841,128.5598114,112.2648,2,8,0.05,0.0549,0.1068,-0.0252,-0.0688,0.042,7.58,1.2
2024-03-31 12:17:16.878,36.23743839,128.5598116,112.2333,2,8,0.0501,0.0553,0.1074,-0.0255,-0.0694,0.0425,7.78,2
2024-03-31 12:17:16.918,36.23746563,128.5598006,115.9365,2,7,0.8575,0.2696,1.0252,-0.4759,-0.5233,0.9352,7.98,1.8
2024-03-31 12:17:16.958,36.23743907,128.5598112,112.3283,2,9,0.0563,0.0481,0.0865,0.0241,-0.0531,0.0211,8.18,1.2
2024-03-31 12:17:16.998,36.23743883,128.5598108,112.3755,2,9,0.0564,0.0484,0.0866,0.0245,-0.0534,0.0209,8.38,1.1
2024-03-31 12:17:17.063,36.2374391,128.5598112,112.324,2,9,0.0565,0.0486,0.0866,0.0248,-0.0536,0.0208,8.58,1.2
2024-03-31 12:17:17.100,36.23746755,128.5597999,116.1704,2,8,0.5266,0.172,0.6351,-0.2927,-0.3265,0.5743,8.78,1.2
2024-03-31 12:17:17.157,36.23743916,128.5598114,112.3142,2,9,0.0567,0.0491,0.0866,0.0255,-0.0541,0.0204,8.98,1.4
2024-03-31 12:17:17.220,36.23743644,128.5598124,111.9656,2,8,0.5265,0.1721,0.6351,-0.2926,-0.3266,0.5742,9.18,2.4
2024-03-31 12:17:17.276,36.23743912,128.5598113,112.3146,2,8,0.0571,0.0496,0.0866,0.0264,-0.0545,0.02,9.38,1
2024-03-31 12:17:17.307,36.23743927,128.5598117,112.2916,2,9,0.0588,0.0576,0.0878,0.0336,-0.0584,0.0135,9.58,2
2024-03-31 12:17:17.358,36.23743896,128.559811,112.3407,2,8,0.0572,0.05,0.0865,0.0271,-0.0549,0.0193,9.78,1.2
2024-03-31 12:17:17.397,36.23743903,128.559811,112.3473,2,8,0.0573,0.0502,0.0865,0.0274,-0.0551,0.0192,9.98,1.3
2024-03-31 12:17:17.459,36.23743939,128.5598118,112.284,2,9,0.0555,0.051,0.0845,0.0247,-0.0533,0.0251,10.18,1.6
2024-03-31 12:17:17.501,36.23743946,128.5598118,112.2696,2,9,0.0573,0.0505,0.0864,0.0278,-0.0555,0.0189,10.38,1.1
2024-03-31 12:17:17.539,36.2374385,128.5598119,112.1878,2,8,0.5263,0.1725,0.6349,-0.2923,-0.3268,0.574,10.58,2.1
2024-03-31 12:17:17.599,36.23743917,128.5598113,112.305,2,9,0.0575,0.0509,0.0864,0.0283,-0.0559,0.0188,10.78,1.2
2024-03-31 12:17:17.637,36.2374394,128.5598117,112.278,2,9,0.0576,0.051,0.0864,0.0285,-0.056,0.0188,10.98,1.1
2024-03-31 12:17:17.677,36.23743684,128.5598119,112.5836,1,9,0.0148,0.0121,0.0358,0.0056,-0.013,-0.0132,11.18,4.1
2024-03-31 12:17:17.740,36.23745895,128.5598039,114.9233,2,8,0.5262,0.1726,0.6348,-0.2922,-0.3268,0.5738,11.38,2.4
2024-03-31 12:17:17.779,36.2374394,128.5598116,112.2895,2,9,0.0579,0.0515,0.0863,0.0291,-0.0565,0.0189,11.58,2.6
2024-03-31 12:17:17.837,36.23743922,128.5598115,112.2931,2,9,0.058,0.0516,0.0863,0.0293,-0.0567,0.019,11.78,1.9
2024-03-31 12:17:17.878,36.23743927,128.5598115,112.2857,2,9,0.0581,0.0517,0.0863,0.0294,-0.0568,0.0192,11.98,1.4
2024-03-31 12:17:17.919,36.23743927,128.5598115,112.291,2,9,0.0582,0.0518,0.0862,0.0295,-0.0569,0.0193,12.18,1.2
2024-03-31 12:17:17.979,36.23744288,128.5598105,112.7161,2,8,0.5261,0.1727,0.6346,-0.292,-0.3268,0.5737,12.38,1.6
2024-03-31 12:17:18.038,36.23747818,128.5597968,117.437,2,8,0.5261,0.1727,0.6345,-0.2919,-0.3268,0.5737,12.58,1.3
2024-03-31 12:17:18.078,36.23746303,128.559803,115.3563,2,8,0.5261,0.1727,0.6345,-0.2919,-0.3268,0.5736,12.78,1.3
2024-03-31 12:17:18.117,36.23743953,128.5598119,112.2442,2,9,0.0584,0.0521,0.0859,0.03,-0.0572,0.02,12.98,1
2024-03-31 12:17:18.182,36.2374574,128.5598046,114.6817,2,8,0.526,0.1727,0.6344,-0.2918,-0.3268,0.5736,13.18,1.1
2024-03-31 12:17:18.219,36.23743924,128.5598114,112.287,2,9,0.0586,0.0521,0.0857,0.03,-0.0573,0.0206,13.38,2
2024-03-31 12:17:18.277,36.23745393,128.5598061,114.2025,2,8,0.526,0.1727,0.6343,-0.2918,-0.3267,0.5735,13.58,1.4
2024-03-31 12:17:18.320,36.2374392,128.5598114,112.2889,2,9,0.0586,0.0521,0.0855,0.0301,-0.0573,0.0212,13.78,1.1
2024-03-31 12:17:18.379,36.23746966,128.5597998,116.3214,2,8,0.5259,0.1726,0.6341,-0.2917,-0.3266,0.5735,13.98,1.1
2024-03-31 12:17:18.418,36.23743949,128.5598117,112.2546,2,9,0.0587,0.052,0.0853,0.03,-0.0573,0.022,14.18,1.7
2024-03-31 12:17:18.460,36.23743918,128.5598113,112.29,2,9,0.0588,0.052,0.0852,0.03,-0.0573,0.0224,14.38,1.4
2024-03-31 12:17:18.519,36.2374525,128.5598064,114.6108,1,8,0.0233,0.0188,0.0532,-0.0105,-0.0242,0.0126,14.58,3.1
2024-03-31 12:17:18.561,36.23743952,128.5598117,112.2588,2,9,0.0588,0.0518,0.0849,0.0298,-0.0572,0.0233,14.78,1.5
2024-03-31 12:17:18.598,36.23745279,128.5598061,114.1011,2,8,0.5258,0.1723,0.6337,-0.2916,-0.3263,0.5734,14.98,1.1
2024-03-31 12:17:18.659,36.2374397,128.5598121,112.2134,2,9,0.0588,0.0516,0.0846,0.0295,-0.057,0.0242,15.18,1.1
2024-03-31 12:17:18.700,36.23743952,128.5598118,112.2449,2,9,0.0588,0.0515,0.0844,0.0294,-0.0569,0.0248,15.38,2.6
2024-03-31 12:17:18.757,36.23748026,128.5597961,117.6682,2,8,0.5258,0.1721,0.6335,-0.2915,-0.3261,0.5733,15.58,1.4
2024-03-31 12:17:18.799,36.2374391,128.5598113,112.273,2,9,0.0588,0.0512,0.084,0.029,-0.0567,0.0258,15.78,1.1
2024-03-31 12:17:18.838,36.23743926,128.5598117,112.2306,2,9,0.0588,0.051,0.0839,0.0288,-0.0566,0.0264,15.98,1.2
2024-03-31 12:17:18.899,36.2374436,128.5598103,112.7649,2,8,0.5257,0.1718,0.6332,-0.2914,-0.3259,0.5732,16.18,1.2
2024-03-31 12:17:18.939,36.23746469,128.5598021,115.5725,2,8,0.5257,0.1717,0.6331,-0.2914,-0.3258,0.5732,16.38,1.3
2024-03-31 12:17:18.979,36.23743682,128.5598127,111.8974,2,8,0.5257,0.1716,0.633,-0.2914,-0.3257,0.5732,16.58,1.4
2024-03-31 12:17:19.039,36.23743854,128.5598121,112.1166,2,8,0.5256,0.1715,0.6328,-0.2913,-0.3256,0.5732,16.78,1.1
2024-03-31 12:17:19.077,36.23743931,128.5598116,112.2411,2,9,0.0587,0.0499,0.0827,0.0275,-0.0556,0.0291,16.98,1
2024-03-31 12:17:19.140,36.23748215,128.559795,117.9443,2,8,0.5256,0.1712,0.6326,-0.2913,-0.3253,0.5731,17.18,1.1
2024-03-31 12:17:19.179,36.23746823,128.5598008,116.0293,2,8,0.5256,0.1711,0.6325,-0.2913,-0.3252,0.5731,17.38,1.5
2024-03-31 12:17:19.218,36.23747514,128.5597984,116.918,2,8,0.5255,0.171,0.6324,-0.2912,-0.3251,0.5731,17.58,1
2024-03-31 12:17:19.278,36.23745851,128.5598041,114.7915,2,8,0.5255,0.1708,0.6322,-0.2912,-0.325,0.5731,17.78,1.1
2024-03-31 12:17:19.341,36.23743955,128.5598118,112.2231,2,9,0.0584,0.0485,0.0814,0.0256,-0.0544,0.032,17.98,1
2024-03-31 12:17:19.378,36.23744673,128.5598083,113.2765,2,8,0.5255,0.1705,0.632,-0.2912,-0.3247,0.573,18.18,1.1
2024-03-31 12:17:19.419,36.23743924,128.5598115,112.23,2,9,0.0582,0.0478,0.0808,0.0246,-0.0538,0.0333,18.38,1
2024-03-31 12:17:19.478,36.2374394,128.5598115,112.2378,2,9,0.0582,0.0475,0.0806,0.0241,-0.0535,0.0339,18.58,1.1
2024-03-31 12:17:19.520,36.23743959,128.559812,112.1851,2,9,0.0582,0.0471,0.0803,0.0236,-0.0533,0.0346,18.78,1.3
2024-03-31 12:17:19.579,36.23744957,128.5598078,113.5562,2,8,0.5254,0.1699,0.6315,-0.2911,-0.3242,0.573,18.98,1.1
2024-03-31 12:17:19.620,36.23748183,128.5597957,117.802,2,8,0.5254,0.1697,0.6313,-0.2911,-0.324,0.573,19.18,1
2024-03-31 12:17:19.679,36.23744689,128.5598082,113.288,2,8,0.5253,0.1695,0.6312,-0.2911,-0.3239,0.5729,19.38,1
2024-03-31 12:17:19.717,36.23744253,128.5598103,112.6493,2,8,0.5253,0.1694,0.631,-0.2911,-0.3238,0.5729,19.58,1
2024-03-31 12:17:19.757,36.23747841,128.5597964,117.4389,2,8,0.5253,0.1692,0.6309,-0.291,-0.3236,0.5729,19.78,1
2024-03-31 12:17:19.819,36.23744757,128.5598086,113.2798,2,9,0.0666,0.0457,0.0878,0.0084,-0.0548,0.0527,19.98,1
2024-03-31 12:17:19.858,36.23744723,128.5598084,113.2794,2,9,0.0664,0.0453,0.0874,0.0067,-0.0544,0.053,20.18,1.1
2024-03-31 12:17:19.898,36.23744647,128.5598087,113.1794,2,8,0.075,0.0683,0.1539,-0.0673,-0.1008,0.1017,20.38,1
2024-03-31 12:17:19.958,36.23744676,128.5598084,113.2455,2,9,0.0471,0.0416,0.0937,-0.0372,-0.0597,0.057,20.58,1.2
