%  UTC                 , latitude(deg),longitude(deg), height(m),  Q, ns,  sdn(m),  sde(m),  sdu(m), sdne(m), sdeu(m), sdun(m),age(s), ratio
2024-03-31 12:17:02.057,36.23748155,128.5597624,121.2156,1,9,0.0461,0.0213,0.2215,-0.0292,0.0639,-0.0979,6.18,3
2024-03-31 12:17:02.137,36.23745781,128.5597793,118.864,1,9,0.3616,0.2463,0.8453,0.2981,-0.4547,-0.5521,6.38,6.7
2024-03-31 12:17:02.155,36.23744865,128.5596529,120.9118,2,8,0.4219,0.2052,0.7107,-0.1792,-0.3053,0.2734,6.58,2.9
2024-03-31 12:17:02.218,36.23743963,128.559733,115.4456,2,9,0.4339,0.3139,0.7475,-0.0852,-0.3858,0.2232,6.78,78.5
2024-03-31 12:17:02.256,36.23727303,128.5596669,100.8667,1,8,0.0991,0.1816,0.2834,0.1094,-0.1144,0.0775,-23.02,7
2024-03-31 12:17:02.296,36.23732502,128.5596408,115.6302,2,8,0.3685,0.1625,0.6546,-0.1059,-0.2535,0.1157,7.18,1.1
2024-03-31 12:17:02.356,36.23743147,128.5598068,112.89,2,6,0.1335,0.1238,0.269,-0.0931,0.1352,-0.1761,7.38,1
2024-03-31 12:17:02.396,36.23743312,128.5598084,112.6544,2,4,0.3641,0.4726,0.3789,0.4014,-0.3917,-0.3607,-22.42,1
2024-03-31 12:17:02.435,36.23746582,128.559797,116.9553,5,3,0.537,0.4613,0.8455,-0.2622,-0.572,0.5456,7.78,0
2024-03-31 12:17:02.497,36.23742982,128.5598039,113.0149,2,4,0.3648,0.4726,0.3807,0.4012,-0.3915,-0.3619,-22.02,1
2024-03-31 12:17:02.558,36.2374735,128.5597795,119.8652,5,3,0.5368,0.4612,0.845,-0.262,-0.5718,0.5454,8.18,0
2024-03-31 12:17:02.596,36.23743361,128.5597956,114.621,2,9,0.1297,0.3705,0.5699,-0.1272,-0.4344,0.1514,8.38,1.2
2024-03-31 12:17:02.636,36.23744052,128.5597903,116.5707,1,4,0.6394,0.647,1.0794,-0.3238,-0.7886,0.6774,8.58,6
2024-03-31 12:17:02.697,36.23743308,128.5598104,112.6878,2,4,0.3671,0.4727,0.3865,0.4007,-0.3907,-0.3657,-21.22,1
2024-03-31 12:17:02.736,36.23743561,128.5597834,116.454,2,8,0.1386,0.32,0.5148,-0.1161,-0.3773,0.1444,8.98,1
2024-03-31 12:17:02.798,36.2374353,128.5597906,115.7064,2,8,0.1355,0.2785,0.4623,-0.0985,-0.3269,0.123,9.18,1.1
2024-03-31 12:17:02.837,36.23743526,128.5597929,115.4928,2,8,0.1332,0.2505,0.4279,-0.0866,-0.2929,0.108,9.38,1.1
2024-03-31 12:17:02.877,36.23743298,128.5598097,112.6452,2,4,0.3694,0.4727,0.3934,0.4002,-0.3899,-0.3698,-20.42,1
2024-03-31 12:17:02.937,36.23743069,128.5598073,113.0369,2,9,0.086,0.1136,0.1564,0.016,0.0416,-0.0918,9.78,1.1
2024-03-31 12:17:02.977,36.23743226,128.5598105,112.9171,2,4,0.2672,0.3348,0.2955,0.2812,-0.2752,-0.268,9.98,1.3
2024-03-31 12:17:03.019,36.23746636,128.5597847,119.2985,5,3,0.5363,0.4608,0.845,-0.2611,-0.5712,0.5439,10.18,0
2024-03-31 12:17:03.076,36.23744533,128.5598044,115.9801,1,4,0.3484,0.4711,0.3326,0.4048,-0.3946,-0.3393,10.38,5.1
2024-03-31 12:17:03.116,36.23743286,128.5598124,112.9063,2,4,0.2672,0.3348,0.295,0.2812,-0.2752,-0.268,10.58,2.2
2024-03-31 12:17:03.178,36.23745983,128.5597978,116.6523,2,4,0.7525,0.2947,0.9242,-0.4362,-0.4608,0.813,-19.22,1
2024-03-31 12:17:03.235,36.23743025,128.5598083,113.2012,2,9,0.0898,0.0813,0.1716,-0.0473,0.0605,-0.1043,10.98,1
2024-03-31 12:17:03.276,36.23743038,128.559808,113.1645,2,7,0.0963,0.0868,0.1864,-0.058,0.0775,-0.1159,11.18,1
2024-03-31 12:17:03.316,36.23741278,128.5598209,116.7089,2,4,0.7878,0.7238,0.5406,-0.7202,0.2245,-0.2596,11.38,2
2024-03-31 12:17:03.376,36.23743201,128.5598064,112.7891,2,4,0.1162,0.0967,0.2269,-0.0789,0.1083,-0.1477,11.58,2.8
2024-03-31 12:17:03.416,36.23746727,128.5598104,115.2465,5,2,0.7162,0.4824,1.4471,-0.3429,-0.4521,-0.4952,11.78,0
2024-03-31 12:17:03.458,36.23743622,128.5598088,112.1887,5,3,0.6185,0.387,1.0198,-0.1167,0.3021,-0.7848,11.98,0
2024-03-31 12:17:03.498,36.23740939,128.5598002,118.8722,5,3,0.7258,0.5317,1.1694,-0.433,-0.339,-0.7928,12.18,0
2024-03-31 12:17:03.557,36.23744311,128.5598246,111.6311,5,3,0.6756,0.3688,1.1057,-0.1241,0.2946,-0.8563,12.38,0
2024-03-31 12:17:03.618,36.23743035,128.5598078,113.1788,2,7,0.093,0.0864,0.1799,-0.0583,0.0789,-0.1106,12.58,1.4
2024-03-31 12:17:03.658,36.23742421,128.5598199,114.8016,5,3,0.6756,0.3688,1.1058,-0.124,0.2946,-0.8563,12.78,0
2024-03-31 12:17:03.695,36.23744254,128.5598247,111.7518,5,3,0.572,0.3517,0.9124,0.1571,0.1313,-0.7133,12.98,0
2024-03-31 12:17:03.756,36.23743555,128.5598156,112.6098,5,3,0.572,0.3517,0.9125,0.1571,0.1313,-0.7133,13.18,0
2024-03-31 12:17:03.798,36.23743258,128.5598047,113.707,2,8,0.1201,0.1589,0.1841,-0.1243,-0.0462,-0.0416,13.38,1.2
2024-03-31 12:17:03.837,36.2374311,128.559808,113.6644,2,8,0.1197,0.1567,0.1835,-0.1232,-0.0395,-0.0453,13.58,1.1
2024-03-31 12:17:03.907,36.23743074,128.5598076,113.1246,2,9,0.0867,0.0845,0.1677,-0.0542,0.0738,-0.1007,13.78,1.7
2024-03-31 12:17:03.937,36.23742349,128.5598178,113.8177,2,7,0.3911,0.3947,0.1954,-0.3873,0.1592,-0.17,13.98,1.6
2024-03-31 12:17:03.997,36.2374333,128.5598102,112.825,5,3,0.5721,0.3516,0.9128,0.1571,0.1314,-0.7135,14.18,0
2024-03-31 12:17:04.036,36.23742481,128.5598165,113.8984,5,2,1.1861,0.4805,1.3778,-0.4389,-0.5655,0.4227,14.38,0
2024-03-31 12:17:04.097,36.23743074,128.5598078,113.1272,2,8,0.0866,0.0868,0.168,-0.0578,0.0795,-0.1011,14.58,2
2024-03-31 12:17:04.138,36.2374329,128.5598057,113.6855,2,7,0.391,0.3946,0.1908,-0.3874,0.1605,-0.1684,14.78,1.3
2024-03-31 12:17:04.198,36.23744524,128.5597812,117.0158,5,2,1.186,0.4805,1.3778,-0.4388,-0.5654,0.4221,14.98,0
2024-03-31 12:17:04.236,36.23742339,128.5598182,113.8052,2,7,0.3908,0.3946,0.1885,-0.3875,0.161,-0.1679,15.18,1.1
2024-03-31 12:17:04.277,36.23742615,128.5598167,113.7462,5,2,2.3117,0.7524,1.3862,-1.1584,-0.6398,0.6974,15.38,0
2024-03-31 12:17:04.337,36.23743066,128.5598075,113.1415,2,7,0.0848,0.0877,0.1646,-0.0595,0.0822,-0.0985,15.58,1.1
2024-03-31 12:17:04.377,36.23742881,128.5598112,113.7383,2,6,0.5059,0.5108,0.1956,-0.5045,0.2152,-0.2183,15.78,1.1
2024-03-31 12:17:04.417,36.23744664,128.5598268,110.7119,2,4,0.8027,0.496,1.2791,0.2281,0.1796,-1.0023,-14.02,1
2024-03-31 12:17:04.482,36.23743716,128.5598015,112.7063,2,7,0.5491,0.5573,0.2254,-0.5489,0.2352,-0.2323,-13.82,1
2024-03-31 12:17:04.516,36.2374306,128.5598083,113.1356,2,7,0.083,0.0884,0.1615,-0.0603,0.084,-0.096,16.38,1
2024-03-31 12:17:04.578,36.23744596,128.5598236,111.0848,5,3,0.5722,0.3516,0.9134,0.1572,0.1317,-0.714,16.58,0
2024-03-31 12:17:04.618,36.23744578,128.559782,116.8537,5,2,1.1857,0.4804,1.3777,-0.4386,-0.5651,0.4203,16.78,0
2024-03-31 12:17:04.657,36.23743725,128.5598116,112.8578,5,2,1.1857,0.4929,1.5251,-0.4362,-0.4968,0.436,16.98,0
2024-03-31 12:17:04.716,36.2374311,128.5598073,113.1408,2,6,0.0818,0.0895,0.1597,-0.0619,0.0867,-0.0943,17.18,1.4
2024-03-31 12:17:04.760,36.23743046,128.5598096,113.3393,5,3,0.6337,0.4811,1.152,-0.3256,-0.4167,-0.7366,17.38,0
2024-03-31 12:17:04.816,36.23744876,128.5598201,110.6595,5,3,0.6193,0.387,1.0226,-0.1169,0.3028,-0.7866,17.58,0
2024-03-31 12:17:04.857,36.23743513,128.5598074,112.6557,5,3,0.5584,0.4589,1.101,-0.2503,-0.4721,-0.664,17.78,0
2024-03-31 12:17:04.916,36.23745327,128.5598154,109.757,5,3,0.5723,0.3516,0.9139,0.1572,0.1317,-0.7143,17.98,0
2024-03-31 12:17:04.957,36.2374238,128.5598201,113.3733,5,3,0.5584,0.4589,1.1011,-0.2503,-0.4721,-0.6641,18.18,0
2024-03-31 12:17:04.996,36.23743309,128.559815,113.4988,5,3,0.5723,0.3516,0.9141,0.1572,0.1317,-0.7143,18.38,0
2024-03-31 12:17:05.057,36.23742702,128.5598184,113.0677,5,3,0.5584,0.4588,1.1012,-0.2503,-0.4721,-0.6642,18.58,0
2024-03-31 12:17:05.098,36.23743392,128.5598052,113.0165,2,8,0.0776,0.0899,0.1535,-0.0614,0.0885,-0.0868,18.78,1.1
2024-03-31 12:17:05.137,36.23743434,128.5598057,113.0338,2,8,0.0772,0.0907,0.1529,-0.0618,0.0893,-0.0862,18.98,2.4
2024-03-31 12:17:05.198,36.23743544,128.5598038,112.8571,2,7,0.1528,0.321,0.3933,-0.2109,0.3458,-0.235,19.18,1.4
2024-03-31 12:17:05.257,36.23743202,128.5598152,114.0462,2,8,0.139,0.2899,0.3555,-0.1893,0.3108,-0.2112,19.38,1.1
2024-03-31 12:17:05.297,36.2374347,128.5598089,113.3829,2,8,0.076,0.1318,0.1679,-0.0767,0.1258,-0.0902,19.58,1.1
2024-03-31 12:17:05.335,36.23743492,128.5598102,113.4511,2,8,0.076,0.1314,0.1682,-0.0771,0.1263,-0.0904,19.78,1.9
2024-03-31 12:17:05.378,36.23743467,128.559812,113.5523,2,8,0.0863,0.125,0.1572,-0.0916,0.0705,-0.0441,19.98,1.1
2024-03-31 12:17:05.440,36.23743574,128.5598112,113.5122,2,8,0.0756,0.1305,0.169,-0.0776,0.1273,-0.0904,20.18,1.4
2024-03-31 12:17:05.497,36.2374359,128.5598129,113.6149,2,8,0.0756,0.1315,0.1698,-0.0786,0.1287,-0.0909,20.38,1.3
2024-03-31 12:17:05.537,36.23743744,128.5598098,112.8564,2,6,0.1556,0.2054,0.275,-0.129,0.2246,-0.0982,-9.42,1
2024-03-31 12:17:05.578,36.23743639,128.5598142,113.638,2,6,0.0762,0.1352,0.1735,-0.0817,0.1339,-0.0929,20.78,1.2
2024-03-31 12:17:05.636,36.23743676,128.5598152,113.657,2,5,0.0728,0.1303,0.171,-0.0857,0.138,-0.0888,20.98,1.4
2024-03-31 12:17:05.678,36.23743653,128.559816,113.7251,2,7,0.0763,0.1352,0.1746,-0.0828,0.1354,-0.0935,21.18,1.8
2024-03-31 12:17:05.739,36.23743639,128.5598174,113.8004,2,8,0.0769,0.1311,0.1776,-0.0856,0.1377,-0.0956,21.38,1.2
2024-03-31 12:17:05.779,36.23743726,128.559816,113.5971,2,8,0.1448,0.302,0.3709,-0.2008,0.3271,-0.2215,21.58,1.2
2024-03-31 12:17:05.818,36.2374329,128.5598136,115.8962,2,8,0.2498,0.4022,0.599,-0.2806,0.4444,-0.3558,21.78,1
2024-03-31 12:17:05.876,36.23743207,128.5598167,112.6197,5,3,0.6891,0.4627,1.3248,-0.3036,-0.5204,-0.3705,21.98,0
2024-03-31 12:17:05.917,36.23743366,128.5598062,114.6185,2,7,0.3235,0.4192,0.6867,-0.244,0.4888,-0.2551,22.18,1.3
2024-03-31 12:17:05.977,36.2374356,128.5598086,114.9263,2,8,0.2496,0.3976,0.5988,-0.281,0.4443,-0.3567,22.38,1.1
2024-03-31 12:17:06.019,36.23743303,128.5598149,115.57,2,8,0.2492,0.3949,0.5983,-0.2813,0.4439,-0.3571,22.58,1.1
2024-03-31 12:17:06.077,36.23743843,128.5598145,113.2251,2,9,0.135,0.2863,0.3481,-0.1887,0.3087,-0.206,22.78,1.1
2024-03-31 12:17:06.116,36.23744053,128.559809,112.5828,2,9,0.0479,0.0415,0.0652,0.0093,-0.0387,0.0267,22.98,1.4
2024-03-31 12:17:06.156,36.23744042,128.559809,112.5958,2,9,0.0476,0.0409,0.0647,0.0075,-0.0381,0.0273,23.18,1
2024-03-31 12:17:06.196,36.23743218,128.5598125,111.4589,2,8,0.5311,0.1754,0.643,-0.3004,-0.3326,0.5824,23.38,1.1
2024-03-31 12:17:06.257,36.23743405,128.559811,114.9945,1,8,0.0388,0.0241,0.0827,0.0025,-0.0221,-0.042,23.58,3.1
2024-03-31 12:17:06.297,36.2374354,128.5598115,111.8807,2,8,0.531,0.175,0.6427,-0.3004,-0.3322,0.5823,23.78,1.1
2024-03-31 12:17:06.356,36.23744047,128.5598095,112.5507,2,8,0.0496,0.0478,0.087,-0.0364,-0.057,0.0504,23.98,1.6
2024-03-31 12:17:06.417,36.2374404,128.5598096,112.553,2,8,0.0495,0.0471,0.0858,-0.0362,-0.056,0.0502,24.18,1.1
2024-03-31 12:17:06.436,36.23744067,128.5598094,112.5641,2,8,0.0464,0.0376,0.0619,-0.0101,-0.0347,0.0307,24.38,1.1
2024-03-31 12:17:06.498,36.23744066,128.5598097,112.5471,2,9,0.0427,0.0238,0.0607,-0.0239,-0.0277,0.0341,24.58,1.2
2024-03-31 12:17:06.538,36.23744027,128.5598099,112.5215,2,8,0.0461,0.0312,0.0739,-0.0287,-0.0398,0.0407,24.78,1.1
2024-03-31 12:17:06.595,36.23744058,128.5598098,112.5573,2,9,0.0437,0.0238,0.0645,-0.024,-0.028,0.031,24.98,1.3
2024-03-31 12:17:06.637,36.23744042,128.5598097,112.5924,2,9,0.0459,0.0241,0.0714,-0.0242,-0.0285,0.0237,25.18,3
2024-03-31 12:17:06.698,36.23744066,128.5598097,112.5768,2,9,0.046,0.0247,0.072,-0.0244,-0.0296,0.0243,25.38,1
2024-03-31 12:17:06.737,36.23744093,128.5598094,112.5584,2,7,0.071,0.0489,0.117,-0.0536,-0.0737,0.0863,25.58,1.8
2024-03-31 12:17:06.775,36.23744081,128.5598097,112.5227,2,8,0.0415,0.0251,0.06,-0.0215,-0.035,0.0409,25.78,1.7
2024-03-31 12:17:06.837,36.23744075,128.5598096,112.5264,2,9,0.0395,0.0289,0.064,-0.0225,-0.0394,0.0408,25.98,2
2024-03-31 12:17:06.878,36.23744061,128.5598097,112.5161,2,8,0.0418,0.0343,0.0714,-0.026,-0.046,0.0453,26.18,1.2
2024-03-31 12:17:06.937,36.23745154,128.5598054,113.9663,2,7,0.8633,0.2768,1.0403,-0.4874,-0.5359,0.9471,26.38,1.3
2024-03-31 12:17:06.978,36.23745129,128.5598054,113.9344,2,7,0.8632,0.2767,1.0402,-0.4874,-0.5359,0.9471,26.58,1.3
2024-03-31 12:17:07.020,36.23745078,128.5598057,113.867,2,7,0.8632,0.2767,1.0402,-0.4873,-0.5358,0.947,26.78,1
2024-03-31 12:17:07.076,36.2374527,128.5598049,114.1292,2,7,0.8632,0.2766,1.0401,-0.4873,-0.5357,0.947,26.98,2.2
2024-03-31 12:17:07.116,36.23744041,128.55981,112.4587,2,8,0.042,0.0321,0.0689,-0.0261,-0.0436,0.0457,27.18,1.1
2024-03-31 12:17:07.178,36.23744043,128.5598099,112.4674,2,9,0.0397,0.0225,0.0534,-0.0175,-0.0299,0.0378,27.38,1.1
2024-03-31 12:17:07.217,36.23744069,128.5598099,112.4891,2,8,0.0424,0.0257,0.0548,-0.0139,-0.0318,0.0381,27.58,1.2
2024-03-31 12:17:07.277,36.23744069,128.5598099,112.4834,2,8,0.0423,0.0254,0.0546,-0.0143,-0.0315,0.0383,27.78,1
2024-03-31 12:17:07.322,36.23744047,128.5598099,112.4687,2,9,0.0402,0.0251,0.0536,-0.0146,-0.0313,0.0367,27.98,1.4
2024-03-31 12:17:07.357,36.2374407,128.5598099,112.4842,2,8,0.0416,0.0247,0.0537,-0.0145,-0.0308,0.0378,28.18,1.1
2024-03-31 12:17:07.397,36.23744063,128.5598099,112.4745,2,8,0.0415,0.0244,0.0535,-0.0149,-0.0306,0.038,28.38,1.4
2024-03-31 12:17:07.456,36.23743942,128.5598078,112.6183,2,8,0.0838,0.1047,0.0907,0.0849,-0.0917,-0.0624,28.58,1.5
2024-03-31 12:17:07.519,36.23743298,128.5598131,114.2587,2,8,0.2857,0.2256,0.5257,-0.2194,-0.3134,0.3352,28.78,1.1
2024-03-31 12:17:07.556,36.23744012,128.5598091,112.53,2,9,0.0789,0.098,0.087,0.0785,-0.0864,-0.0564,28.98,1.4
2024-03-31 12:17:07.597,36.23743951,128.5598081,112.6041,2,9,0.0752,0.0926,0.084,0.0735,-0.0821,-0.0515,29.18,1.4
2024-03-31 12:17:07.637,36.23743236,128.5598126,114.3286,2,8,0.1453,0.1427,0.3025,-0.0831,-0.158,0.0954,29.38,1.3
2024-03-31 12:17:07.697,36.237448,128.5598073,113.4356,2,7,0.8628,0.2758,1.0391,-0.4869,-0.5348,0.9465,29.58,1.1
2024-03-31 12:17:07.738,36.23744071,128.5598101,112.4675,2,8,0.0412,0.0235,0.0528,-0.0157,-0.0298,0.0383,29.78,1.3
2024-03-31 12:17:07.796,36.23744011,128.5598092,112.5249,2,9,0.041,0.0197,0.0523,-0.0175,-0.0282,0.0386,29.98,1.1
2024-03-31 12:17:07.839,36.23743839,128.5598097,112.7126,2,8,0.0565,0.0441,0.0965,0.0194,-0.046,-0.0116,0.18,1
2024-03-31 12:17:07.897,36.2374384,128.5598096,112.6982,2,8,0.0562,0.0437,0.0959,0.019,-0.0456,-0.0104,0.38,1
2024-03-31 12:17:07.937,36.23743837,128.5598094,112.7262,2,9,0.0558,0.0434,0.0954,0.0185,-0.0454,-0.0096,0.58,1.2
2024-03-31 12:17:07.978,36.2374384,128.5598094,112.7366,2,9,0.0555,0.0431,0.0949,0.0182,-0.0451,-0.0086,0.78,1.2
2024-03-31 12:17:08.036,36.23743831,128.5598095,112.6954,2,8,0.0875,0.0719,0.1591,-0.06,-0.097,0.0928,0.98,1.1
2024-03-31 12:17:08.076,36.23743812,128.5598098,112.6551,2,8,0.0871,0.0716,0.1585,-0.0598,-0.0967,0.0926,1.18,1.2
2024-03-31 12:17:08.138,36.23743835,128.5598093,112.7228,2,8,0.0549,0.0422,0.0935,0.0174,-0.0446,-0.0047,1.38,1
2024-03-31 12:17:08.177,36.23743841,128.5598095,112.7019,2,8,0.0547,0.042,0.093,0.0171,-0.0444,-0.0028,1.58,1
2024-03-31 12:17:08.218,36.23743805,128.5598098,112.626,2,8,0.0853,0.0705,0.1561,-0.0588,-0.0954,0.0909,1.78,1.2
2024-03-31 12:17:08.277,36.23743854,128.5598095,112.681,2,9,0.0542,0.0414,0.0921,0.0165,-0.044,0.0048,1.98,1.1
2024-03-31 12:17:08.318,36.2374385,128.5598096,112.6781,2,8,0.054,0.0412,0.0916,0.0163,-0.0438,0.0062,2.18,1
2024-03-31 12:17:08.378,36.2374384,128.5598094,112.7064,2,9,0.0537,0.0409,0.0911,0.016,-0.0436,0.0072,2.38,1.6
2024-03-31 12:17:08.416,36.23743856,128.5598095,112.6838,2,9,0.0535,0.0406,0.0907,0.0157,-0.0434,0.0081,2.58,1.1
2024-03-31 12:17:08.458,36.23743846,128.5598094,112.7076,2,8,0.0831,0.0694,0.1538,-0.058,-0.0943,0.0895,2.78,1.2
2024-03-31 12:17:08.517,36.23743842,128.5598093,112.7163,2,9,0.0531,0.0401,0.0898,0.0151,-0.0431,0.0098,2.98,1
2024-03-31 12:17:08.556,36.23743844,128.5598093,112.7214,2,8,0.0529,0.0399,0.0893,0.015,-0.0429,0.0106,3.18,1
2024-03-31 12:17:08.617,36.23743852,128.5598092,112.7464,2,7,0.083,0.0694,0.1541,-0.0585,-0.0948,0.0904,3.38,1.1
2024-03-31 12:17:08.657,36.23743824,128.5598096,112.6478,2,7,0.0831,0.0695,0.1545,-0.0589,-0.0952,0.091,3.58,1.2
2024-03-31 12:17:08.716,36.2374384,128.5598092,112.7229,2,9,0.0523,0.0392,0.088,0.014,-0.0424,0.0126,3.78,1.2
2024-03-31 12:17:08.756,36.23743825,128.5598096,112.6468,2,7,0.083,0.0697,0.1551,-0.0594,-0.0958,0.0918,3.98,1.4
2024-03-31 12:17:08.799,36.23743819,128.5598093,112.6736,2,8,0.0722,0.0682,0.1332,-0.0454,-0.083,0.0716,4.18,1
2024-03-31 12:17:08.857,36.23743846,128.5598091,112.7011,2,9,0.0536,0.0431,0.0872,0.0212,-0.0399,0.018,4.38,1.1
2024-03-31 12:17:08.899,36.23743854,128.5598092,112.6881,2,8,0.0517,0.0383,0.0863,0.0132,-0.0418,0.0147,4.58,1.2
2024-03-31 12:17:08.958,36.23743857,128.5598092,112.6905,2,8,0.0515,0.038,0.0859,0.013,-0.0416,0.0151,4.78,1.1
2024-03-31 12:17:08.995,36.23743861,128.5598093,112.6839,2,8,0.0514,0.0378,0.0855,0.0128,-0.0414,0.0155,4.98,1.2
2024-03-31 12:17:09.058,36.23743867,128.5598093,112.6813,2,9,0.0511,0.0376,0.085,0.0124,-0.0413,0.0159,5.18,1.3
2024-03-31 12:17:09.098,36.23743872,128.5598094,112.6743,2,9,0.0509,0.0374,0.0846,0.0121,-0.0411,0.0163,5.38,1
2024-03-31 12:17:09.137,36.23743829,128.5598099,112.5685,2,8,0.0829,0.0711,0.1585,-0.0619,-0.0991,0.0952,5.58,1.1
2024-03-31 12:17:09.197,36.2374379,128.5598103,112.4955,2,8,0.0831,0.0714,0.1593,-0.0624,-0.0997,0.096,5.78,1.5
2024-03-31 12:17:09.238,36.2374385,128.5598095,112.6431,2,8,0.0833,0.0718,0.1602,-0.063,-0.1004,0.0969,5.98,2.3
2024-03-31 12:17:09.297,36.23743879,128.5598094,112.6649,2,9,0.0502,0.0365,0.0831,0.0108,-0.0405,0.0181,6.18,1
2024-03-31 12:17:09.337,36.23743871,128.5598092,112.6769,2,9,0.05,0.0363,0.0827,0.0105,-0.0404,0.0184,6.38,1.2
2024-03-31 12:17:09.378,36.23743831,128.55981,112.5555,2,8,0.0839,0.0728,0.1626,-0.0645,-0.1024,0.099,6.58,1.1
2024-03-31 12:17:09.438,36.23743875,128.5598092,112.6762,2,8,0.0498,0.0359,0.0819,0.01,-0.0401,0.0192,6.78,1.5
2024-03-31 12:17:09.476,36.2374382,128.5598101,112.5266,2,7,0.085,0.0737,0.1649,-0.066,-0.1041,0.1013,6.98,1.1
2024-03-31 12:17:09.518,36.23743881,128.5598092,112.6757,2,8,0.0495,0.0355,0.0811,0.0095,-0.0398,0.0199,7.18,1.5
2024-03-31 12:17:09.578,36.23743876,128.5598092,112.6763,2,9,0.0493,0.0353,0.0807,0.0091,-0.0396,0.0202,7.38,1.1
2024-03-31 12:17:09.636,36.23743878,128.5598091,112.6752,2,8,0.0492,0.0351,0.0803,0.0089,-0.0395,0.0206,7.58,1.2
2024-03-31 12:17:09.676,36.23743879,128.5598091,112.6831,2,8,0.0491,0.0348,0.0799,0.0086,-0.0393,0.0209,7.78,1.1
2024-03-31 12:17:09.717,36.2374391,128.5598092,112.6722,2,8,0.0526,0.0527,0.1125,-0.0327,-0.0687,0.0504,7.98,1
2024-03-31 12:17:09.758,36.23743901,128.5598094,112.6324,2,9,0.0472,0.0329,0.0783,-0.0078,-0.0375,0.0244,8.18,1.1
2024-03-31 12:17:09.817,36.2374389,128.5598093,112.6399,2,9,0.0482,0.034,0.0787,0.0053,-0.0387,0.0224,8.38,1.1
2024-03-31 12:17:09.877,36.2374389,128.559809,112.6852,2,7,0.0874,0.0769,0.1724,-0.0705,-0.11,0.108,8.58,1
2024-03-31 12:17:09.918,36.23743839,128.5598098,112.5398,2,7,0.0878,0.0774,0.1735,-0.0711,-0.1108,0.1089,8.78,1.1
2024-03-31 12:17:09.956,36.23743842,128.5598098,112.5237,2,7,0.0883,0.0778,0.1745,-0.0717,-0.1115,0.1099,8.98,1.1
2024-03-31 12:17:10.020,36.23743883,128.5598092,112.663,2,8,0.0881,0.078,0.1748,-0.0719,-0.1118,0.11,9.18,1
2024-03-31 12:17:10.058,36.23743892,128.5598092,112.6428,2,9,0.0479,0.0333,0.077,0.0052,-0.0382,0.0234,9.38,1.2
2024-03-31 12:17:10.097,36.237439,128.5598092,112.6412,2,9,0.0477,0.0331,0.0766,0.0046,-0.0381,0.0237,9.58,1
2024-03-31 12:17:10.156,36.23743897,128.5598092,112.6297,2,8,0.0477,0.0329,0.0763,0.0042,-0.038,0.024,9.78,1.1
2024-03-31 12:17:10.197,36.23743904,128.5598092,112.6295,2,8,0.0476,0.0327,0.0759,0.0036,-0.0378,0.0243,9.98,1.4
2024-03-31 12:17:10.257,36.23743902,128.5598091,112.6427,2,8,0.0474,0.0325,0.0755,0.0029,-0.0377,0.0245,10.18,1
2024-03-31 12:17:10.297,36.23743904,128.5598092,112.6271,2,5,0.0491,0.0371,0.0752,0.0155,-0.0368,0.0254,10.38,1.3
2024-03-31 12:17:10.359,36.23744918,128.5597924,115.4681,2,4,0.3331,0.4349,0.826,-0.3775,-0.5982,0.5212,10.58,1.4
2024-03-31 12:17:10.399,36.23743914,128.5598092,112.6189,2,9,0.047,0.032,0.0745,-0.0033,-0.0373,0.0253,10.78,1.3
2024-03-31 12:17:10.438,36.23743912,128.5598092,112.6174,2,9,0.0468,0.0318,0.0741,-0.004,-0.0372,0.0256,10.98,1
2024-03-31 12:17:10.498,36.23743904,128.5598091,112.6165,2,9,0.0479,0.0357,0.0738,0.0125,-0.0363,0.0266,11.18,1.5
2024-03-31 12:17:10.538,36.23743914,128.5598091,112.6305,2,8,0.0467,0.0314,0.0734,-0.0051,-0.0369,0.0262,11.38,1.1
2024-03-31 12:17:10.577,36.23743913,128.5598091,112.6399,2,8,0.0466,0.0312,0.0731,-0.0055,-0.0368,0.0264,11.58,1.1
2024-03-31 12:17:10.636,36.23743922,128.5598092,112.6189,2,9,0.0464,0.031,0.0727,-0.006,-0.0366,0.0266,11.78,1.2
2024-03-31 12:17:10.676,36.23743927,128.5598092,112.613,2,9,0.0463,0.0308,0.0724,-0.0065,-0.0365,0.0269,11.98,1.2
2024-03-31 12:17:10.737,36.23743966,128.5598088,112.7204,2,8,0.0922,0.0825,0.1857,-0.0784,-0.1201,0.1199,12.18,1.1
2024-03-31 12:17:10.778,36.23743924,128.5598091,112.6288,2,9,0.046,0.0305,0.0718,-0.0073,-0.0363,0.0274,12.38,1.5
2024-03-31 12:17:10.839,36.23743927,128.5598091,112.6508,2,8,0.0925,0.0829,0.1865,-0.079,-0.1208,0.1208,12.58,1.1
2024-03-31 12:17:10.879,36.2374392,128.5598091,112.6282,2,9,0.0458,0.0301,0.0711,-0.008,-0.036,0.0279,12.78,1.2
2024-03-31 12:17:10.916,36.23743927,128.5598092,112.6056,2,9,0.0457,0.0299,0.0708,-0.0083,-0.0359,0.0282,12.98,1.2
2024-03-31 12:17:10.978,36.2374388,128.5598099,112.4816,2,8,0.093,0.0832,0.1875,-0.0797,-0.1215,0.122,13.18,1.5
2024-03-31 12:17:11.019,36.23743936,128.5598092,112.6079,2,8,0.0456,0.0295,0.0701,-0.0089,-0.0356,0.0287,13.38,1.1
